lat,lon,severity,year,hour,casualties,injuries,vehicle_type,day_type
6.436035,2.403377,Serious Injury,2022,12,0,1,Car,Weekday
6.387623,2.455709,Property Damage,2020,19,0,0,Car,Weekday
6.387235,2.45485,Serious Injury,2023,18,0,2,Motorcycle,Weekday
6.376902,2.429186,Fatal,2022,17,2,0,Car,Weekend
6.387802,2.443357,Property Damage,2021,11,0,0,Car,Weekend
6.408331,2.464755,Minor Injury,2020,20,0,1,Car,Weekday
6.432484,2.458135,Property Damage,2023,16,0,0,Car,Weekday
6.406562,2.433849,Minor Injury,2021,21,0,1,Bus/Truck,Weekend
6.391449,2.396163,Minor Injury,2024,7,0,2,Bicycle,Weekday
6.387769,2.442459,Property Damage,2022,12,0,0,Bus/Truck,Weekday
6.39845,2.452006,Property Damage,2021,22,0,0,Motorcycle,Weekday
6.388891,2.436807,Property Damage,2022,5,0,0,Motorcycle,Weekend
6.386248,2.435583,Minor Injury,2023,5,0,1,Bicycle,Weekday
6.39356,2.462248,Property Damage,2023,18,0,0,Motorcycle,Weekday
6.434608,2.466243,Property Damage,2020,11,0,0,Car,Weekend
6.392192,2.444722,Minor Injury,2022,16,0,1,Bicycle,Weekend
6.372829,2.467364,Fatal,2022,9,3,1,Motorcycle,Weekend
6.43755,2.462307,Property Damage,2023,17,0,0,Motorcycle,Weekend
6.390134,2.437621,Minor Injury,2020,16,0,2,Motorcycle,Weekday
6.406373,2.441516,Serious Injury,2020,6,0,1,Bicycle,Weekday
6.438118,2.461209,Serious Injury,2022,4,0,2,Car,Weekday
6.420467,2.452702,Serious Injury,2024,14,0,2,Bicycle,Weekday
6.392024,2.4638,Minor Injury,2024,18,0,2,Car,Weekday
6.39258,2.442998,Fatal,2022,14,1,0,Car,Weekday
6.394283,2.463317,Minor Injury,2024,19,0,2,Car,Weekend
6.395582,2.428513,Property Damage,2022,16,0,0,Car,Weekday
6.41464,2.452162,Property Damage,2021,20,0,0,Car,Weekday
6.426983,2.446195,Minor Injury,2023,13,0,1,Motorcycle,Weekend
6.432865,2.461952,Minor Injury,2022,13,0,1,Motorcycle,Weekend
6.373404,2.453959,Minor Injury,2022,10,0,2,Motorcycle,Weekday
6.394217,2.461291,Property Damage,2021,17,0,0,Bus/Truck,Weekday
6.406309,2.44217,Minor Injury,2024,10,0,1,Motorcycle,Weekend
6.424436,2.475982,Minor Injury,2023,18,0,1,Motorcycle,Weekday
6.37297,2.456692,Minor Injury,2020,8,0,2,Motorcycle,Weekday
6.387482,2.461852,Property Damage,2021,12,0,0,Motorcycle,Weekend
6.409766,2.443834,Serious Injury,2020,23,0,1,Motorcycle,Weekend
6.389888,2.46119,Serious Injury,2021,11,0,2,Motorcycle,Weekday
6.391316,2.45985,Property Damage,2023,8,0,0,Motorcycle,Weekday
6.401946,2.438423,Minor Injury,2023,16,0,2,Car,Weekday
6.400108,2.442491,Minor Injury,2021,11,0,1,Car,Weekend
6.427669,2.4279,Minor Injury,2023,9,0,2,Motorcycle,Weekday
6.432464,2.438895,Property Damage,2023,7,0,0,Bicycle,Weekday
6.40695,2.438412,Property Damage,2022,9,0,0,Motorcycle,Weekday
6.409244,2.442219,Property Damage,2020,5,0,0,Bicycle,Weekday
6.404566,2.469419,Minor Injury,2022,6,0,2,Car,Weekday
6.397596,2.441134,Minor Injury,2023,2,0,2,Motorcycle,Weekday
6.431512,2.45832,Property Damage,2021,21,0,0,Car,Weekday
6.412201,2.452024,Property Damage,2024,1,0,0,Motorcycle,Weekday
6.412461,2.44812,Fatal,2023,8,3,0,Bus/Truck,Weekday
6.38573,2.462351,Minor Injury,2021,18,0,2,Car,Weekday
6.381,2.459284,Property Damage,2022,19,0,0,Bus/Truck,Weekday
6.413055,2.447618,Minor Injury,2021,17,0,2,Bus/Truck,Weekday
6.440229,2.457458,Fatal,2021,14,2,0,Car,Weekend
6.403225,2.428028,Serious Injury,2024,22,0,2,Bicycle,Weekend
6.388893,2.440055,Serious Injury,2022,10,0,3,Car,Weekday
6.400775,2.407836,Minor Injury,2022,14,0,1,Motorcycle,Weekend
6.417541,2.391623,Minor Injury,2024,15,0,2,Bus/Truck,Weekend
6.384997,2.461724,Serious Injury,2021,16,0,2,Car,Weekend
6.42792,2.440704,Property Damage,2022,0,0,0,Car,Weekday
6.387124,2.438629,Minor Injury,2021,15,0,1,Motorcycle,Weekday
6.394806,2.443135,Property Damage,2022,8,0,0,Motorcycle,Weekday
6.389629,2.463737,Minor Injury,2022,6,0,1,Motorcycle,Weekday
6.411737,2.443191,Minor Injury,2022,20,0,1,Car,Weekend
6.383612,2.464555,Property Damage,2023,18,0,0,Car,Weekday
6.390098,2.463807,Property Damage,2020,16,0,0,Motorcycle,Weekday
6.40431,2.440869,Minor Injury,2021,5,0,2,Motorcycle,Weekday
6.407618,2.396685,Property Damage,2020,8,0,0,Motorcycle,Weekday
6.433321,2.461838,Minor Injury,2024,22,0,1,Car,Weekday
6.390313,2.435583,Fatal,2024,21,3,2,Bus/Truck,Weekday
6.444152,2.475816,Property Damage,2024,10,0,0,Bicycle,Weekday
6.40676,2.4469,Serious Injury,2024,11,0,2,Car,Weekday
6.406548,2.455991,Property Damage,2023,9,0,0,Car,Weekend
6.390415,2.430274,Property Damage,2024,18,0,0,Motorcycle,Weekday
6.437581,2.460631,Minor Injury,2022,22,0,1,Motorcycle,Weekday
6.412654,2.449218,Property Damage,2021,12,0,0,Car,Weekday
6.38924,2.442426,Property Damage,2021,9,0,0,Motorcycle,Weekday
6.390758,2.439589,Serious Injury,2020,8,0,1,Motorcycle,Weekday
6.404285,2.444789,Minor Injury,2022,8,0,1,Car,Weekday
6.390714,2.464981,Serious Injury,2023,9,0,1,Car,Weekday
6.425682,2.463204,Property Damage,2020,3,0,0,Bicycle,Weekend
6.411364,2.452983,Minor Injury,2020,18,0,1,Motorcycle,Weekend
6.401785,2.442493,Serious Injury,2024,4,0,1,Motorcycle,Weekend
6.432803,2.46134,Minor Injury,2024,6,0,2,Bus/Truck,Weekend
6.43433,2.463596,Minor Injury,2020,13,0,2,Bicycle,Weekday
6.403128,2.441177,Property Damage,2024,11,0,0,Bicycle,Weekday
6.416155,2.479198,Serious Injury,2023,16,0,3,Motorcycle,Weekday
6.40151,2.440058,Fatal,2024,7,2,2,Motorcycle,Weekday
6.438161,2.457326,Property Damage,2022,18,0,0,Car,Weekday
6.386351,2.444297,Property Damage,2020,14,0,0,Car,Weekday
6.390369,2.443158,Serious Injury,2023,15,0,1,Car,Weekday
6.386771,2.456379,Minor Injury,2021,20,0,2,Car,Weekday
6.409065,2.442012,Minor Injury,2021,7,0,2,Motorcycle,Weekday
6.391681,2.44083,Minor Injury,2024,11,0,2,Car,Weekday
6.406812,2.453792,Serious Injury,2021,8,0,1,Car,Weekday
6.409204,2.449216,Minor Injury,2024,19,0,2,Car,Weekend
6.389705,2.45251,Serious Injury,2021,7,0,2,Motorcycle,Weekday
6.434074,2.462689,Serious Injury,2022,15,0,1,Motorcycle,Weekday
6.405083,2.397859,Serious Injury,2021,3,0,2,Motorcycle,Weekday
6.388457,2.457433,Fatal,2020,7,3,2,Car,Weekday
6.387432,2.463113,Property Damage,2021,18,0,0,Car,Weekday
6.405716,2.440809,Minor Injury,2024,13,0,2,Motorcycle,Weekend
6.430645,2.462454,Property Damage,2024,7,0,0,Motorcycle,Weekend
6.391161,2.443935,Minor Injury,2022,14,0,2,Car,Weekday
6.398124,2.458934,Property Damage,2021,15,0,0,Car,Weekday
6.402843,2.454347,Minor Injury,2020,12,0,1,Car,Weekday
6.412916,2.447805,Minor Injury,2023,15,0,1,Bus/Truck,Weekday
6.395396,2.438142,Minor Injury,2020,19,0,1,Car,Weekday
6.391295,2.451036,Property Damage,2024,8,0,0,Bus/Truck,Weekday
6.395265,2.44465,Property Damage,2023,12,0,0,Car,Weekday
6.388824,2.445525,Minor Injury,2023,19,0,2,Motorcycle,Weekday
6.388767,2.439645,Property Damage,2023,5,0,0,Motorcycle,Weekday
6.436317,2.457299,Minor Injury,2024,18,0,2,Motorcycle,Weekday
6.401051,2.439907,Minor Injury,2023,4,0,2,Motorcycle,Weekday
6.429854,2.420712,Serious Injury,2022,22,0,2,Car,Weekday
6.389283,2.465986,Serious Injury,2023,10,0,3,Bicycle,Weekday
6.375115,2.458289,Serious Injury,2020,12,0,2,Car,Weekday
6.40103,2.421702,Serious Injury,2022,7,0,3,Motorcycle,Weekday
6.421866,2.465358,Serious Injury,2024,20,0,1,Motorcycle,Weekday
6.388458,2.447976,Property Damage,2024,19,0,0,Bicycle,Weekday
6.421042,2.411244,Serious Injury,2020,8,0,2,Bus/Truck,Weekend
6.413641,2.448286,Minor Injury,2024,20,0,2,Motorcycle,Weekday
6.437111,2.463853,Minor Injury,2023,18,0,2,Bicycle,Weekday
6.404974,2.418547,Property Damage,2021,22,0,0,Car,Weekday
6.389999,2.46061,Property Damage,2020,8,0,0,Motorcycle,Weekday
6.392907,2.444877,Fatal,2022,7,1,1,Motorcycle,Weekday
6.392058,2.441074,Property Damage,2023,15,0,0,Motorcycle,Weekend
6.410281,2.459731,Property Damage,2024,9,0,0,Car,Weekday
6.409809,2.44807,Minor Injury,2021,11,0,2,Motorcycle,Weekday
6.431263,2.45939,Property Damage,2023,20,0,0,Bus/Truck,Weekday
6.420995,2.451713,Property Damage,2022,13,0,0,Bicycle,Weekday
6.437329,2.46006,Minor Injury,2022,22,0,1,Car,Weekday
6.389992,2.461889,Property Damage,2021,20,0,0,Bicycle,Weekday
6.436425,2.423035,Property Damage,2020,15,0,0,Bus/Truck,Weekday
6.433712,2.435975,Serious Injury,2021,15,0,3,Motorcycle,Weekday
6.383453,2.463041,Property Damage,2021,11,0,0,Motorcycle,Weekend
6.438585,2.439688,Property Damage,2020,13,0,0,Bus/Truck,Weekend
6.435308,2.46205,Property Damage,2022,7,0,0,Motorcycle,Weekend
6.40058,2.403706,Serious Injury,2023,12,0,3,Motorcycle,Weekday
6.420914,2.435167,Property Damage,2022,14,0,0,Car,Weekday
6.377881,2.475199,Property Damage,2021,19,0,0,Car,Weekday
6.387198,2.437721,Fatal,2021,17,2,2,Car,Weekday
6.384369,2.440856,Minor Injury,2022,6,0,1,Car,Weekend
6.403933,2.453422,Property Damage,2023,16,0,0,Bus/Truck,Weekday
6.389985,2.392104,Serious Injury,2023,8,0,3,Car,Weekday
6.434014,2.462041,Minor Injury,2023,11,0,1,Bus/Truck,Weekend
6.419834,2.464706,Minor Injury,2023,5,0,1,Motorcycle,Weekday
6.418499,2.446042,Serious Injury,2024,7,0,2,Motorcycle,Weekday
6.389606,2.462372,Property Damage,2022,18,0,0,Car,Weekday
6.39287,2.463625,Minor Injury,2022,12,0,1,Bus/Truck,Weekend
6.407087,2.441401,Property Damage,2024,18,0,0,Motorcycle,Weekday
6.431224,2.463574,Serious Injury,2023,10,0,1,Car,Weekday
6.417158,2.401523,Property Damage,2021,18,0,0,Car,Weekend
6.376122,2.459652,Property Damage,2020,11,0,0,Car,Weekday
6.399306,2.44172,Minor Injury,2020,7,0,1,Car,Weekday
6.39064,2.460821,Property Damage,2024,7,0,0,Motorcycle,Weekend
6.379669,2.428235,Property Damage,2020,5,0,0,Car,Weekday
6.388069,2.440977,Property Damage,2021,14,0,0,Car,Weekend
6.404796,2.438761,Minor Injury,2024,22,0,1,Car,Weekday
6.383054,2.431234,Property Damage,2020,5,0,0,Motorcycle,Weekend
6.438682,2.433439,Property Damage,2020,11,0,0,Motorcycle,Weekday
6.406426,2.439905,Property Damage,2024,15,0,0,Car,Weekday
6.408651,2.442869,Property Damage,2022,10,0,0,Car,Weekend
6.39173,2.441137,Fatal,2022,7,1,1,Motorcycle,Weekday
6.391354,2.461925,Property Damage,2022,17,0,0,Car,Weekday
6.412346,2.453905,Fatal,2024,16,1,0,Motorcycle,Weekend
6.435547,2.460228,Property Damage,2021,13,0,0,Bus/Truck,Weekend
6.43427,2.461751,Fatal,2023,16,3,2,Motorcycle,Weekday
6.437869,2.415043,Serious Injury,2023,15,0,3,Car,Weekday
6.437008,2.456853,Minor Injury,2021,1,0,2,Car,Weekday
6.402716,2.440987,Property Damage,2021,18,0,0,Bus/Truck,Weekday
6.407828,2.449615,Serious Injury,2024,8,0,2,Motorcycle,Weekday
6.406678,2.458852,Fatal,2024,8,3,0,Motorcycle,Weekend
6.394276,2.45911,Property Damage,2024,8,0,0,Motorcycle,Weekday
6.440309,2.422133,Property Damage,2022,1,0,0,Car,Weekday
6.444919,2.475156,Property Damage,2020,19,0,0,Motorcycle,Weekend
6.405819,2.438271,Property Damage,2022,23,0,0,Bus/Truck,Weekday
6.404159,2.45397,Property Damage,2022,8,0,0,Car,Weekday
6.414598,2.451206,Property Damage,2020,8,0,0,Motorcycle,Weekday
6.391414,2.464625,Minor Injury,2022,19,0,2,Bus/Truck,Weekend
6.412492,2.447224,Property Damage,2022,15,0,0,Car,Weekend
6.434295,2.46145,Minor Injury,2024,18,0,1,Motorcycle,Weekend
6.407578,2.456105,Property Damage,2023,7,0,0,Motorcycle,Weekend
6.39001,2.457295,Minor Injury,2022,10,0,2,Motorcycle,Weekend
6.390672,2.440524,Minor Injury,2020,17,0,2,Car,Weekend
6.38866,2.442115,Property Damage,2024,16,0,0,Bicycle,Weekday
6.396955,2.46058,Property Damage,2021,16,0,0,Bus/Truck,Weekday
6.39696,2.454361,Property Damage,2020,17,0,0,Motorcycle,Weekday
6.434701,2.456464,Serious Injury,2020,21,0,2,Car,Weekday
6.395437,2.463277,Property Damage,2023,15,0,0,Car,Weekday
6.435903,2.465685,Minor Injury,2023,6,0,2,Motorcycle,Weekend
6.389014,2.44877,Minor Injury,2021,18,0,1,Car,Weekend
6.409378,2.45316,Minor Injury,2024,16,0,2,Motorcycle,Weekend
6.403653,2.423895,Minor Injury,2023,19,0,2,Motorcycle,Weekday
6.410598,2.448083,Minor Injury,2022,17,0,1,Motorcycle,Weekend
6.407454,2.443179,Minor Injury,2020,13,0,1,Motorcycle,Weekend
6.39819,2.392639,Minor Injury,2022,17,0,1,Motorcycle,Weekday
6.407428,2.441935,Property Damage,2023,6,0,0,Car,Weekday
6.395417,2.443998,Serious Injury,2021,21,0,1,Car,Weekend
6.386511,2.446068,Serious Injury,2021,1,0,3,Car,Weekend
6.406667,2.449798,Minor Injury,2024,15,0,2,Car,Weekday
6.427753,2.44438,Minor Injury,2022,8,0,2,Bus/Truck,Weekday
6.381472,2.465541,Minor Injury,2023,4,0,2,Car,Weekday
6.432508,2.460179,Property Damage,2021,8,0,0,Motorcycle,Weekend
6.435707,2.415373,Minor Injury,2024,9,0,2,Bicycle,Weekday
6.390867,2.457401,Property Damage,2024,14,0,0,Motorcycle,Weekend
6.406747,2.460032,Property Damage,2023,17,0,0,Bus/Truck,Weekend
6.400733,2.449012,Property Damage,2020,19,0,0,Motorcycle,Weekend
6.389345,2.440705,Property Damage,2022,7,0,0,Motorcycle,Weekday
6.413276,2.465308,Property Damage,2023,17,0,0,Bicycle,Weekend
6.384012,2.440573,Property Damage,2022,17,0,0,Motorcycle,Weekend
6.449307,2.412111,Minor Injury,2020,9,0,1,Car,Weekday
6.436089,2.396159,Minor Injury,2024,6,0,1,Motorcycle,Weekend
6.388428,2.441237,Property Damage,2023,21,0,0,Bus/Truck,Weekend
6.419049,2.406111,Fatal,2023,17,2,1,Motorcycle,Weekday
6.400549,2.409574,Fatal,2021,19,2,2,Motorcycle,Weekend
6.399788,2.444002,Property Damage,2023,18,0,0,Bicycle,Weekend
6.386013,2.463938,Property Damage,2024,8,0,0,Car,Weekday
6.418063,2.397055,Fatal,2024,8,1,0,Motorcycle,Weekend
6.402278,2.441593,Serious Injury,2024,10,0,2,Motorcycle,Weekday
6.40623,2.439615,Serious Injury,2020,6,0,3,Motorcycle,Weekday
6.389227,2.464551,Minor Injury,2020,5,0,1,Motorcycle,Weekday
6.390215,2.459724,Property Damage,2021,20,0,0,Bicycle,Weekday
6.376842,2.402657,Minor Injury,2020,21,0,1,Motorcycle,Weekday
6.401871,2.440115,Property Damage,2023,16,0,0,Motorcycle,Weekday
6.401645,2.445779,Property Damage,2022,14,0,0,Bus/Truck,Weekday
6.413577,2.401259,Minor Injury,2020,11,0,1,Bus/Truck,Weekend
6.394691,2.437667,Property Damage,2023,16,0,0,Car,Weekday
6.43639,2.458696,Property Damage,2021,8,0,0,Motorcycle,Weekend
6.427105,2.448788,Minor Injury,2023,14,0,1,Car,Weekday
6.416547,2.390205,Serious Injury,2024,9,0,3,Bus/Truck,Weekday
6.388143,2.438746,Minor Injury,2023,17,0,2,Motorcycle,Weekday
6.413037,2.447966,Serious Injury,2021,12,0,2,Motorcycle,Weekday
6.390733,2.441058,Minor Injury,2022,14,0,1,Motorcycle,Weekday
6.391635,2.458248,Property Damage,2021,6,0,0,Car,Weekend
6.404575,2.447196,Property Damage,2020,17,0,0,Bicycle,Weekday
6.406144,2.443965,Property Damage,2021,5,0,0,Car,Weekday
6.438999,2.455548,Minor Injury,2020,7,0,1,Motorcycle,Weekend
6.425667,2.410712,Minor Injury,2023,12,0,2,Bus/Truck,Weekday
6.433881,2.460576,Property Damage,2022,9,0,0,Motorcycle,Weekday
6.393843,2.459369,Property Damage,2023,18,0,0,Motorcycle,Weekday
6.410011,2.449144,Serious Injury,2024,22,0,2,Motorcycle,Weekday
6.443851,2.464881,Fatal,2021,12,3,0,Motorcycle,Weekday
6.412159,2.46159,Minor Injury,2024,0,0,2,Motorcycle,Weekday
6.434296,2.398442,Minor Injury,2021,19,0,1,Bus/Truck,Weekday
6.381343,2.436095,Minor Injury,2020,12,0,2,Car,Weekday
6.393072,2.440686,Minor Injury,2020,11,0,1,Bus/Truck,Weekday
6.386795,2.438135,Serious Injury,2022,17,0,3,Motorcycle,Weekday
6.392055,2.461915,Minor Injury,2021,8,0,2,Motorcycle,Weekday
6.386508,2.439213,Minor Injury,2021,22,0,1,Car,Weekday
6.406066,2.451101,Property Damage,2020,6,0,0,Motorcycle,Weekday
6.434509,2.461945,Minor Injury,2021,23,0,1,Bus/Truck,Weekend
6.41352,2.463757,Serious Injury,2021,6,0,2,Car,Weekend
6.403554,2.399554,Serious Injury,2022,15,0,1,Motorcycle,Weekday
6.403531,2.438098,Minor Injury,2022,8,0,1,Bicycle,Weekend
6.372581,2.40895,Property Damage,2023,4,0,0,Motorcycle,Weekday
6.37726,2.460294,Serious Injury,2023,6,0,1,Car,Weekend
6.412654,2.447783,Minor Injury,2024,19,0,2,Motorcycle,Weekday
6.379104,2.426309,Serious Injury,2020,11,0,2,Car,Weekday
6.412418,2.463343,Property Damage,2022,17,0,0,Car,Weekday
6.42601,2.421581,Property Damage,2024,5,0,0,Bicycle,Weekday
6.403143,2.428561,Minor Injury,2022,9,0,2,Bus/Truck,Weekday
6.390441,2.441412,Property Damage,2020,13,0,0,Motorcycle,Weekday
6.391682,2.43797,Minor Injury,2022,19,0,2,Car,Weekend
6.431111,2.439688,Property Damage,2020,8,0,0,Motorcycle,Weekday
6.404637,2.444519,Minor Injury,2024,18,0,1,Motorcycle,Weekday
6.392568,2.4092,Serious Injury,2023,22,0,2,Car,Weekday
6.390383,2.45643,Serious Injury,2021,9,0,1,Bus/Truck,Weekday
6.36802,2.421573,Property Damage,2021,9,0,0,Motorcycle,Weekday
6.38064,2.427388,Minor Injury,2020,14,0,2,Car,Weekday
6.372915,2.456449,Minor Injury,2021,20,0,1,Motorcycle,Weekday
6.392191,2.46592,Minor Injury,2024,6,0,2,Car,Weekend
6.391772,2.445418,Serious Injury,2022,19,0,1,Motorcycle,Weekend
6.392903,2.463881,Property Damage,2022,17,0,0,Motorcycle,Weekday
6.407129,2.444394,Serious Injury,2022,11,0,3,Car,Weekend
6.407381,2.442634,Property Damage,2024,11,0,0,Motorcycle,Weekday
6.408434,2.452761,Property Damage,2024,12,0,0,Motorcycle,Weekday
6.390822,2.459703,Serious Injury,2020,17,0,3,Car,Weekday
6.417023,2.413672,Minor Injury,2022,17,0,1,Motorcycle,Weekend
6.433417,2.463011,Minor Injury,2021,11,0,2,Bus/Truck,Weekday
6.439428,2.463616,Property Damage,2023,18,0,0,Car,Weekend
6.432365,2.456547,Property Damage,2021,13,0,0,Motorcycle,Weekday
6.39032,2.438802,Property Damage,2023,18,0,0,Car,Weekend
6.410491,2.453007,Property Damage,2023,19,0,0,Car,Weekday
6.423121,2.437393,Serious Injury,2023,18,0,2,Motorcycle,Weekday
6.438966,2.455807,Property Damage,2022,22,0,0,Motorcycle,Weekday
6.393302,2.462658,Serious Injury,2020,8,0,1,Bus/Truck,Weekday
6.391942,2.422042,Minor Injury,2022,11,0,1,Motorcycle,Weekday
6.377292,2.440247,Minor Injury,2020,18,0,2,Bus/Truck,Weekday
6.394742,2.440007,Minor Injury,2021,17,0,1,Motorcycle,Weekday
6.40804,2.452361,Property Damage,2022,8,0,0,Motorcycle,Weekday
6.398812,2.445226,Property Damage,2023,5,0,0,Bus/Truck,Weekday
6.439313,2.459556,Property Damage,2022,7,0,0,Car,Weekend
6.392499,2.442232,Minor Injury,2021,9,0,1,Motorcycle,Weekday
6.397487,2.391573,Property Damage,2022,18,0,0,Motorcycle,Weekday
6.387911,2.440852,Serious Injury,2021,11,0,1,Car,Weekend
6.408763,2.454152,Property Damage,2023,2,0,0,Car,Weekday
6.44585,2.467048,Serious Injury,2021,16,0,2,Car,Weekday
6.405279,2.45283,Minor Injury,2021,8,0,2,Car,Weekday
6.386882,2.459694,Minor Injury,2022,19,0,2,Car,Weekday
6.40611,2.433389,Serious Injury,2022,3,0,1,Bicycle,Weekday
6.435459,2.456051,Property Damage,2020,7,0,0,Motorcycle,Weekend
6.419842,2.397272,Serious Injury,2022,11,0,3,Car,Weekday
6.382284,2.394923,Minor Injury,2021,11,0,1,Bus/Truck,Weekday
6.372627,2.446001,Property Damage,2020,19,0,0,Bicycle,Weekday
6.396189,2.460719,Property Damage,2023,21,0,0,Motorcycle,Weekday
6.392167,2.461659,Property Damage,2024,7,0,0,Motorcycle,Weekday
6.437486,2.458826,Minor Injury,2021,13,0,2,Motorcycle,Weekend
6.405774,2.444786,Property Damage,2023,21,0,0,Bicycle,Weekday
6.40958,2.452197,Serious Injury,2024,17,0,3,Motorcycle,Weekday
6.374938,2.423632,Property Damage,2024,9,0,0,Bicycle,Weekday
6.441895,2.416451,Minor Injury,2022,2,0,1,Bicycle,Weekday
6.39359,2.464172,Minor Injury,2020,17,0,2,Motorcycle,Weekday
6.386412,2.460644,Fatal,2021,12,2,2,Car,Weekday
6.413418,2.452166,Minor Injury,2020,7,0,1,Car,Weekday
6.414904,2.441778,Serious Injury,2023,18,0,2,Car,Weekday
6.437689,2.440475,Property Damage,2020,13,0,0,Bus/Truck,Weekday
6.415632,2.425024,Property Damage,2022,19,0,0,Bicycle,Weekday
6.404295,2.446419,Serious Injury,2024,12,0,1,Motorcycle,Weekday
6.376389,2.426515,Property Damage,2021,11,0,0,Motorcycle,Weekday
6.384077,2.41464,Minor Injury,2020,18,0,2,Motorcycle,Weekday
6.406725,2.438581,Property Damage,2021,20,0,0,Car,Weekday
6.390876,2.446397,Minor Injury,2023,17,0,2,Car,Weekend
6.377777,2.441387,Minor Injury,2024,20,0,2,Motorcycle,Weekday
6.40287,2.417075,Property Damage,2022,12,0,0,Motorcycle,Weekend
6.41093,2.45309,Fatal,2021,13,3,0,Motorcycle,Weekday
6.388259,2.43883,Serious Injury,2020,11,0,1,Motorcycle,Weekday
6.410721,2.465243,Minor Injury,2021,7,0,2,Bus/Truck,Weekday
6.390049,2.461243,Serious Injury,2020,18,0,2,Motorcycle,Weekday
6.420644,2.407735,Minor Injury,2021,13,0,2,Motorcycle,Weekday
6.408066,2.444211,Minor Injury,2021,12,0,1,Motorcycle,Weekend
6.386797,2.479657,Minor Injury,2023,18,0,2,Car,Weekday
6.408686,2.451691,Property Damage,2022,17,0,0,Motorcycle,Weekend
6.395656,2.437047,Fatal,2024,12,3,2,Motorcycle,Weekday
6.41173,2.460266,Minor Injury,2022,21,0,2,Bicycle,Weekday
6.393543,2.437037,Minor Injury,2023,17,0,2,Car,Weekend
6.436081,2.460812,Minor Injury,2020,10,0,2,Motorcycle,Weekday
6.377487,2.399536,Minor Injury,2020,19,0,1,Car,Weekday
6.437009,2.458698,Property Damage,2023,8,0,0,Car,Weekday
6.409887,2.450462,Minor Injury,2024,13,0,2,Car,Weekday
6.392179,2.441778,Minor Injury,2020,8,0,2,Motorcycle,Weekend
6.392713,2.439121,Property Damage,2023,17,0,0,Motorcycle,Weekday
6.434859,2.459414,Property Damage,2020,17,0,0,Car,Weekday
6.402946,2.477615,Minor Injury,2021,19,0,1,Motorcycle,Weekday
6.401466,2.47955,Property Damage,2022,9,0,0,Motorcycle,Weekend
6.430405,2.467234,Serious Injury,2020,18,0,1,Motorcycle,Weekday
6.385892,2.434763,Minor Injury,2020,5,0,1,Motorcycle,Weekday
6.403037,2.438833,Serious Injury,2024,17,0,2,Car,Weekday
6.44169,2.461868,Minor Injury,2023,16,0,1,Motorcycle,Weekday
6.388476,2.473894,Minor Injury,2021,17,0,1,Motorcycle,Weekday
6.431607,2.462078,Property Damage,2020,13,0,0,Motorcycle,Weekday
6.403819,2.439785,Minor Injury,2021,22,0,2,Car,Weekend
6.432773,2.428486,Minor Injury,2022,21,0,1,Car,Weekday
6.402804,2.452687,Serious Injury,2022,20,0,3,Motorcycle,Weekday
6.441001,2.447328,Minor Injury,2020,20,0,1,Car,Weekday
6.388148,2.44257,Serious Injury,2023,18,0,1,Bicycle,Weekday
6.37377,2.462935,Minor Injury,2022,10,0,2,Motorcycle,Weekday
6.448223,2.448667,Minor Injury,2020,15,0,1,Motorcycle,Weekday
6.449787,2.47409,Minor Injury,2020,20,0,2,Car,Weekend
6.414003,2.447737,Property Damage,2024,18,0,0,Bicycle,Weekday
6.415949,2.449312,Minor Injury,2021,14,0,2,Motorcycle,Weekday
6.404798,2.445314,Serious Injury,2020,7,0,2,Car,Weekend
6.401936,2.408798,Property Damage,2023,9,0,0,Motorcycle,Weekday
6.40571,2.439274,Property Damage,2022,12,0,0,Motorcycle,Weekday
6.3864,2.457884,Property Damage,2023,11,0,0,Motorcycle,Weekend
6.410839,2.452307,Property Damage,2023,16,0,0,Motorcycle,Weekday
6.445559,2.457034,Property Damage,2020,12,0,0,Bus/Truck,Weekday
6.417464,2.459409,Serious Injury,2023,13,0,2,Bus/Truck,Weekday
6.390899,2.46574,Serious Injury,2023,9,0,1,Motorcycle,Weekend
6.41593,2.399433,Minor Injury,2024,6,0,1,Motorcycle,Weekday
6.395463,2.444037,Minor Injury,2024,8,0,1,Motorcycle,Weekday
6.403001,2.432059,Property Damage,2020,5,0,0,Motorcycle,Weekday
6.383171,2.463803,Serious Injury,2022,11,0,1,Motorcycle,Weekday
6.403355,2.438117,Serious Injury,2024,7,0,1,Motorcycle,Weekend
6.388736,2.457537,Serious Injury,2022,11,0,3,Car,Weekday
6.413916,2.436738,Minor Injury,2021,4,0,1,Car,Weekend
6.382259,2.440128,Minor Injury,2024,7,0,2,Bus/Truck,Weekday
6.387114,2.410508,Serious Injury,2023,12,0,1,Car,Weekday
6.386762,2.462543,Serious Injury,2024,22,0,2,Motorcycle,Weekday
6.405995,2.438578,Property Damage,2023,20,0,0,Motorcycle,Weekday
6.408355,2.45592,Property Damage,2021,7,0,0,Motorcycle,Weekday
6.391601,2.434375,Property Damage,2020,13,0,0,Bus/Truck,Weekend
6.405424,2.447056,Minor Injury,2021,16,0,1,Bus/Truck,Weekday
6.40046,2.39213,Property Damage,2020,12,0,0,Car,Weekday
6.385297,2.43304,Minor Injury,2023,17,0,1,Motorcycle,Weekday
6.411688,2.446451,Minor Injury,2022,20,0,1,Car,Weekday
